project_id,mp_name,state,constituency,work_category,implementing_agency,cost_estimate,sanctioned_amount,actual_expenditure,payment_count,start_date,expected_completion,actual_completion,status,has_tender_on_file,has_mp_recommendation,is_anomaly,anomaly_type,cost_deviation_ratio,expenditure_utilization,delay_days,district_cost_zscore
MPLADS-00111,AKSHAYA YADAV,Uttar Pradesh,FIROZABAD,"Railways, Roads, Pathways & Bridges",Gram Panchayat,275000,250000,118300,2,15-11-2024,22-06-2025,,In Progress,TRUE,TRUE,FALSE,,0.91,0.47,0,-0.9
MPLADS-00112,AKSHAYA YADAV,Uttar Pradesh,FIROZABAD,Drinking Water Facility,State Rural Dev Agency,352000,356000,107000,1,11-05-2023,27-11-2023,,Stalled,TRUE,TRUE,FALSE,,1.01,0.3,552,-0.12
MPLADS-00113,AKSHAYA YADAV,Uttar Pradesh,FIROZABAD,"Railways, Roads, Pathways & Bridges",Gram Panchayat,273000,305000,74000,1,31-07-2024,11-06-2024,,Stalled,TRUE,TRUE,TRUE,delayed_stalled,1.12,0.24,355,-0.46
MPLADS-00114,ALFRED KANNGAM S ARTHUR,Manipur,OUTER MANIPUR(ST),Other Public Facilities,Municipal Corporation,1609000,1459000,1183400,3,06-07-2023,04-12-2023,03-12-2023,Completed,TRUE,TRUE,FALSE,,0.91,0.81,-1,0.02
MPLADS-00115,ALFRED KANNGAM S ARTHUR,Manipur,OUTER MANIPUR(ST),"Railways, Roads, Pathways & Bridges",Gram Panchayat,1071000,1178000,0,0,12-12-2023,29-04-2024,,Not Started,TRUE,TRUE,FALSE,,1.1,0,398,-0.81
MPLADS-00116,Alok Kumar Suman,Bihar,GOPALGANJ (SC),Other Public Facilities,District PWD,502000,489000,0,0,16-09-2023,17-08-2024,,Not Started,TRUE,TRUE,FALSE,,0.97,0,288,-0.87
MPLADS-00117,Alok Kumar Suman,Bihar,GOPALGANJ (SC),"Railways, Roads, Pathways & Bridges",District PWD,503000,456000,408700,3,25-12-2023,12-05-2024,07-06-2024,Completed,TRUE,TRUE,FALSE,,0.91,0.9,26,-0.71
MPLADS-00118,Alok Kumar Suman,Bihar,GOPALGANJ (SC),Education,Zila Parishad,525000,522000,139400,0,01-02-2023,11-10-2023,,Stalled,TRUE,FALSE,FALSE,,0.99,0.27,599,-0.92
MPLADS-00119,Alok Kumar Suman,Bihar,GOPALGANJ (SC),Other Public Facilities,Zila Parishad,587000,609000,547200,3,02-09-2023,29-03-2024,01-04-2024,Completed,TRUE,TRUE,FALSE,,1.04,0.9,3,-0.28
MPLADS-00120,Alok Kumar Suman,Bihar,GOPALGANJ (SC),Education,State Rural Dev Agency,426000,412000,233300,2,21-04-2024,15-12-2024,,In Progress,TRUE,TRUE,FALSE,,0.97,0.57,168,-1.75
MPLADS-00121,Alok Kumar Suman,Bihar,GOPALGANJ (SC),"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,475000,527000,0,0,28-04-2023,22-04-2024,,Not Started,TRUE,TRUE,FALSE,,1.11,0,405,-0.48
MPLADS-00122,ALOK SHARMA,Madhya Pradesh,BHOPAL,Others,Gram Panchayat,239000,250000,114500,2,27-01-2023,11-07-2023,,Stalled,TRUE,TRUE,FALSE,,1.05,0.46,691,-0.57
MPLADS-00123,ALOK SHARMA,Madhya Pradesh,BHOPAL,"Railways, Roads, Pathways & Bridges",Cooperative Society,216000,202000,66500,1,11-02-2024,13-01-2025,,Stalled,TRUE,TRUE,FALSE,,0.94,0.33,139,-1.93
MPLADS-00124,AMAR SHARADRAO KALE,Maharashtra,WARDHA,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,663000,610000,472000,2,06-09-2023,18-05-2024,18-05-2024,Completed,TRUE,TRUE,FALSE,,0.92,0.77,0,0.05
MPLADS-00125,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Other Public Facilities,State Rural Dev Agency,495000,516000,0,0,04-05-2023,10-12-2023,,Not Started,TRUE,TRUE,FALSE,,1.04,0,539,-0.4
MPLADS-00126,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Others,District PWD,661000,630000,168400,1,14-03-2024,17-05-2023,,Stalled,TRUE,TRUE,TRUE,delayed_stalled,0.95,0.27,746,0.21
MPLADS-00127,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Other Public Facilities,Cooperative Society,401000,411000,0,0,06-03-2024,15-11-2024,,Not Started,TRUE,TRUE,TRUE,duplicate_work,1.02,0,198,-0.84
MPLADS-00128,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Other Public Facilities,Cooperative Society,422000,388000,310900,2,15-04-2024,30-01-2025,,In Progress,TRUE,TRUE,FALSE,,0.92,0.8,122,-0.94
MPLADS-00129,AMAR SHARADRAO KALE,Maharashtra,WARDHA,"Railways, Roads, Pathways & Bridges",Gram Panchayat,694000,763000,379900,1,04-10-2023,11-07-2024,,In Progress,TRUE,TRUE,FALSE,,1.1,0.5,325,1.21
MPLADS-00130,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Other Public Facilities,Zila Parishad,519000,479000,0,0,22-03-2024,27-02-2025,,Not Started,TRUE,TRUE,FALSE,,0.92,0,94,-0.55
MPLADS-00131,AMAR SHARADRAO KALE,Maharashtra,WARDHA,Others,State Rural Dev Agency,552000,522000,465000,3,30-03-2023,24-11-2023,12-01-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.89,49,-0.39
MPLADS-00132,AMARSING TISSO,Assam,Diphu (ST),Other Public Facilities,Municipal Corporation,583000,551000,275400,2,16-09-2024,20-05-2025,,In Progress,TRUE,TRUE,FALSE,,0.95,0.5,12,0.63
MPLADS-00133,AMARSING TISSO,Assam,Diphu (ST),"Railways, Roads, Pathways & Bridges",Municipal Corporation,514000,501000,288800,2,06-07-2023,14-06-2024,,In Progress,TRUE,TRUE,TRUE,duplicate_work,0.97,0.58,352,-0.01
MPLADS-00134,AMARSING TISSO,Assam,Diphu (ST),Education,Zila Parishad,554000,504000,199000,1,02-09-2024,13-05-2025,,In Progress,TRUE,FALSE,FALSE,,0.91,0.39,19,-0.22
MPLADS-00135,AMARSING TISSO,Assam,Diphu (ST),"Railways, Roads, Pathways & Bridges",Zila Parishad,326000,350000,294200,3,29-03-2023,28-09-2023,04-11-2023,Completed,TRUE,TRUE,FALSE,,1.07,0.84,37,-0.79
MPLADS-00136,AMARSING TISSO,Assam,Diphu (ST),Other Public Facilities,District PWD,399000,422000,143900,1,08-12-2024,06-11-2025,,In Progress,TRUE,TRUE,FALSE,,1.06,0.34,0,-0.56
MPLADS-00137,AMARSING TISSO,Assam,Diphu (ST),"Railways, Roads, Pathways & Bridges",Cooperative Society,310000,346000,306400,3,06-04-2023,10-07-2023,28-08-2023,Completed,TRUE,TRUE,FALSE,,1.12,0.89,49,-0.81
MPLADS-00138,AMARSING TISSO,Assam,Diphu (ST),Others,Cooperative Society,409000,447000,381000,3,18-08-2024,06-03-2025,24-03-2025,Completed,TRUE,TRUE,FALSE,,1.09,0.85,18,-0.99
MPLADS-00139,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,Education,Municipal Corporation,370000,360000,271200,3,17-07-2024,18-12-2024,02-12-2024,Completed,TRUE,TRUE,FALSE,,0.97,0.75,-16,-0.55
MPLADS-00140,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,561000,615000,485600,3,25-08-2023,17-12-2023,30-12-2023,Completed,TRUE,TRUE,FALSE,,1.1,0.79,13,1.31
MPLADS-00141,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,Others,Cooperative Society,422000,445000,404200,3,07-12-2024,21-04-2025,19-06-2025,Completed,TRUE,TRUE,FALSE,,1.05,0.91,59,-0.17
MPLADS-00142,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,"Railways, Roads, Pathways & Bridges",District PWD,338000,323000,122100,1,26-08-2024,14-01-2025,,Stalled,TRUE,TRUE,FALSE,,0.96,0.38,138,-1.1
MPLADS-00143,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,Education,Cooperative Society,304000,347000,319600,3,18-07-2023,15-06-2024,08-08-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.92,54,-0.61
MPLADS-00144,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,"Railways, Roads, Pathways & Bridges",Municipal Corporation,522000,499000,409900,3,30-06-2024,28-11-2024,20-12-2024,Completed,FALSE,TRUE,FALSE,,0.96,0.82,22,0.35
MPLADS-00145,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,Other Public Facilities,District PWD,314000,351000,94900,0,15-12-2024,27-05-2025,,Stalled,TRUE,TRUE,FALSE,,1.12,0.27,5,-0.94
MPLADS-00146,Amol Ramsing Kolhe,Maharashtra,SHIRUR,"Railways, Roads, Pathways & Bridges",Zila Parishad,466000,499000,333100,3,13-01-2023,03-05-2023,,In Progress,TRUE,TRUE,FALSE,,1.07,0.67,760,-0.79
MPLADS-00147,Amol Ramsing Kolhe,Maharashtra,SHIRUR,Drinking Water Facility,District PWD,565000,592000,523400,2,22-02-2023,04-01-2024,11-01-2024,Completed,TRUE,TRUE,FALSE,,1.05,0.88,7,-0.31
MPLADS-00148,Amol Ramsing Kolhe,Maharashtra,SHIRUR,Others,Zila Parishad,686000,730000,570900,3,15-02-2024,03-01-2025,,In Progress,TRUE,TRUE,FALSE,,1.06,0.78,149,0.77
MPLADS-00149,Amol Ramsing Kolhe,Maharashtra,SHIRUR,Other Public Facilities,Zila Parishad,701000,753000,0,0,02-06-2023,05-03-2024,,Not Started,TRUE,TRUE,FALSE,,1.07,0,453,0.6
MPLADS-00150,Amol Ramsing Kolhe,Maharashtra,SHIRUR,Other Public Facilities,State Rural Dev Agency,442000,495000,222500,1,02-05-2023,26-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.45,432,-0.48
MPLADS-00151,AMRARAM,Rajasthan,SIKAR,"Railways, Roads, Pathways & Bridges",Municipal Corporation,668000,765000,0,0,20-08-2023,09-05-2024,,Not Started,TRUE,TRUE,FALSE,,1.15,0,388,0.21
MPLADS-00152,AMRARAM,Rajasthan,SIKAR,Other Public Facilities,State Rural Dev Agency,636000,696000,94800,0,25-08-2024,22-12-2024,,Stalled,TRUE,TRUE,FALSE,,1.09,0.14,161,0.55
MPLADS-00153,AMRARAM,Rajasthan,SIKAR,Sanitation & Public Health,Cooperative Society,811000,799000,189400,0,12-04-2023,31-12-2023,,Stalled,TRUE,TRUE,FALSE,,0.99,0.24,518,1.21
MPLADS-00154,AMRARAM,Rajasthan,SIKAR,"Railways, Roads, Pathways & Bridges",District PWD,706000,647000,563200,3,25-03-2023,30-11-2023,07-12-2023,Completed,TRUE,TRUE,FALSE,,0.92,0.87,7,-0.16
MPLADS-00155,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,"Railways, Roads, Pathways & Bridges",Zila Parishad,188000,192000,76000,1,23-02-2024,20-12-2024,,In Progress,TRUE,TRUE,FALSE,,1.02,0.4,163,-0.5
MPLADS-00156,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,Others,Cooperative Society,203000,206000,156800,3,23-10-2023,05-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.01,0.76,453,-0.56
MPLADS-00157,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,Other Public Facilities,Cooperative Society,174000,160000,17800,0,28-08-2023,31-05-2024,,Stalled,TRUE,TRUE,FALSE,,0.92,0.11,366,-1.51
MPLADS-00158,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,204000,232000,207300,2,22-07-2023,12-02-2024,14-03-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.89,31,0.46
MPLADS-00159,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,"Railways, Roads, Pathways & Bridges",Cooperative Society,282000,283000,222800,3,26-05-2023,25-04-2024,24-04-2024,Completed,TRUE,TRUE,FALSE,,1,0.79,-1,1.68
MPLADS-00160,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,Drinking Water Facility,Municipal Corporation,280000,265000,101700,1,05-08-2024,29-06-2025,,Stalled,TRUE,TRUE,FALSE,,0.95,0.38,0,0.91
MPLADS-00161,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,Other Public Facilities,Gram Panchayat,262000,286000,261000,3,17-12-2024,05-09-2025,27-08-2025,Completed,TRUE,TRUE,FALSE,,1.09,0.91,-9,1.23
MPLADS-00162,ANAND BHADAURIYA,Uttar Pradesh,DHAURAHRA,Drinking Water Facility,State Rural Dev Agency,246000,257000,168000,2,24-03-2023,03-09-2023,,In Progress,TRUE,TRUE,FALSE,,1.04,0.65,637,-0.71
MPLADS-00163,ANAND BHADAURIYA,Uttar Pradesh,DHAURAHRA,Education,State Rural Dev Agency,336000,303000,295000,2,14-09-2023,01-01-2024,12-01-2024,Completed,TRUE,TRUE,FALSE,,0.9,0.97,11,-0.45
MPLADS-00164,ANAND BHADAURIYA,Uttar Pradesh,DHAURAHRA,Other Public Facilities,Municipal Corporation,430000,471000,113200,0,24-08-2024,02-12-2024,,Stalled,TRUE,TRUE,TRUE,duplicate_work,1.1,0.24,181,0.49
MPLADS-00165,ANAND BHADAURIYA,Uttar Pradesh,DHAURAHRA,"Railways, Roads, Pathways & Bridges",Cooperative Society,287000,329000,304400,3,13-08-2024,20-12-2024,08-01-2025,Completed,TRUE,TRUE,FALSE,,1.15,0.93,19,-0.27
MPLADS-00166,ANAND KUMAR,Uttar Pradesh,BAHRAICH(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,312000,283000,106900,1,28-03-2024,17-07-2024,,Stalled,TRUE,TRUE,FALSE,,0.91,0.38,319,-0.64
MPLADS-00167,ANAND KUMAR,Uttar Pradesh,BAHRAICH(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,362000,388000,93400,0,18-05-2024,24-03-2025,,Stalled,TRUE,FALSE,TRUE,no_mp_recommendation,1.07,0.24,69,0.19
MPLADS-00168,ANANTA NAYAK,Odisha,KEONJHAR(ST),Sanitation & Public Health,Gram Panchayat,281000,314000,259900,2,17-11-2024,30-08-2025,13-10-2025,Completed,TRUE,TRUE,FALSE,,1.12,0.83,44,0.26
MPLADS-00169,ANANTA NAYAK,Odisha,KEONJHAR(ST),Other Public Facilities,District PWD,178000,200000,73700,1,23-10-2023,19-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.37,347,-1.08
MPLADS-00170,ANANTA NAYAK,Odisha,KEONJHAR(ST),Sanitation & Public Health,Gram Panchayat,285000,262000,240000,2,10-04-2024,25-07-2024,25-07-2024,Completed,TRUE,TRUE,FALSE,,0.92,0.92,0,-1.02
MPLADS-00171,ANANTA NAYAK,Odisha,KEONJHAR(ST),Other Public Facilities,Gram Panchayat,201000,230000,0,0,10-06-2024,09-12-2024,,Not Started,FALSE,TRUE,FALSE,,1.14,0,174,-0.45
MPLADS-00172,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,624000,602000,539800,2,28-02-2024,02-10-2024,20-11-2024,Completed,TRUE,TRUE,FALSE,,0.96,0.9,49,-1.16
MPLADS-00173,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),Education,Zila Parishad,830000,952000,850800,3,02-10-2024,11-01-2025,01-03-2025,Completed,TRUE,TRUE,FALSE,,1.15,0.89,49,-0.15
MPLADS-00174,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),Education,Cooperative Society,1044000,1067000,819800,2,22-10-2023,16-09-2024,07-11-2024,Completed,TRUE,TRUE,FALSE,,1.02,0.77,52,0.11
MPLADS-00175,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),Others,District PWD,733000,774000,0,0,15-09-2024,05-06-2025,,Not Started,TRUE,TRUE,FALSE,,1.06,0,0,-0.39
MPLADS-00176,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",District PWD,1039000,1171000,961800,4,19-07-2024,05-12-2024,05-12-2024,Completed,TRUE,TRUE,FALSE,,1.13,0.82,0,0.52
MPLADS-00177,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",Cooperative Society,1123000,1149000,320400,0,17-04-2024,21-09-2024,,Stalled,TRUE,TRUE,TRUE,duplicate_work,1.02,0.28,253,0.46
MPLADS-00178,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),Education,Gram Panchayat,964000,907000,678800,3,26-10-2023,10-05-2024,,In Progress,TRUE,TRUE,FALSE,,0.94,0.75,387,-0.25
MPLADS-00179,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,1003000,984000,349900,0,07-09-2023,05-07-2024,,In Progress,TRUE,TRUE,FALSE,,0.98,0.36,331,-0.03
MPLADS-00180,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,920000,906000,496600,1,04-06-2024,17-04-2025,,In Progress,TRUE,TRUE,FALSE,,0.98,0.55,45,-0.26
MPLADS-00181,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,979000,1054000,399700,1,15-12-2023,28-04-2024,,Stalled,TRUE,TRUE,FALSE,,1.08,0.38,399,0.18
MPLADS-00182,ANDREW J. SYNGKON,Meghalaya,SHILLONG,"Railways, Roads, Pathways & Bridges",Zila Parishad,786000,891000,0,0,02-11-2023,10-02-2024,,Not Started,TRUE,TRUE,FALSE,,1.13,0,477,-0.16
MPLADS-00183,ANDREW J. SYNGKON,Meghalaya,SHILLONG,Education,State Rural Dev Agency,993000,972000,827500,1,02-04-2024,17-11-2024,,In Progress,TRUE,TRUE,FALSE,,0.98,0.85,196,0
MPLADS-00184,ANDREW J. SYNGKON,Meghalaya,SHILLONG,"Railways, Roads, Pathways & Bridges",Cooperative Society,1020000,1164000,1056900,2,22-01-2024,22-04-2024,,Not Started,TRUE,TRUE,TRUE,ghost_project,1.14,0.91,405,1.07
MPLADS-00185,ANDREW J. SYNGKON,Meghalaya,SHILLONG,Drinking Water Facility,District PWD,778000,795000,585000,1,02-09-2023,01-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.02,0.74,365,0
MPLADS-00186,ANDREW J. SYNGKON,Meghalaya,SHILLONG,"Railways, Roads, Pathways & Bridges",Gram Panchayat,671000,722000,512200,2,22-11-2023,15-04-2024,,In Progress,TRUE,TRUE,FALSE,,1.08,0.71,412,-0.91
MPLADS-00187,ANDREW J. SYNGKON,Meghalaya,SHILLONG,Other Public Facilities,District PWD,604000,648000,0,0,10-11-2024,26-09-2025,,Not Started,TRUE,TRUE,FALSE,,1.07,0,0,-0.71
MPLADS-00188,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,Other Public Facilities,Gram Panchayat,1179000,1255000,535100,1,10-05-2023,24-11-2023,,In Progress,TRUE,TRUE,FALSE,,1.06,0.43,555,-1.01
MPLADS-00189,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,"Railways, Roads, Pathways & Bridges",Gram Panchayat,1608000,1849000,951100,2,13-04-2023,25-07-2023,,In Progress,TRUE,TRUE,FALSE,,1.15,0.51,677,1.12
MPLADS-00190,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,Other Public Facilities,Municipal Corporation,1520000,1649000,486300,0,01-11-2024,28-09-2025,,Stalled,TRUE,TRUE,FALSE,,1.08,0.29,0,0.99
MPLADS-00191,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,Education,Municipal Corporation,1618000,1783000,854700,2,13-12-2023,07-10-2024,,In Progress,TRUE,TRUE,FALSE,,1.1,0.48,237,0.76
MPLADS-00192,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,"Railways, Roads, Pathways & Bridges",Cooperative Society,1498000,1350000,0,0,21-11-2024,19-05-2025,,Not Started,TRUE,TRUE,FALSE,,0.9,0,13,-0.31
MPLADS-00193,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,Education,Cooperative Society,1645000,1640000,0,0,14-05-2024,13-12-2024,,Not Started,FALSE,TRUE,FALSE,,1,0,170,0.37
MPLADS-00194,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,Education,Gram Panchayat,1190000,1093000,436700,1,01-12-2024,13-08-2025,,Stalled,TRUE,TRUE,FALSE,,0.92,0.4,0,-1.13
MPLADS-00195,ANIL BALUNI,Uttarakhand,GARHWAL,Education,Zila Parishad,256000,256000,0,0,11-04-2023,16-12-2023,,Not Started,TRUE,TRUE,FALSE,,1,0,533,-0.44
MPLADS-00196,ANIL BALUNI,Uttarakhand,GARHWAL,Other Public Facilities,District PWD,328000,362000,303100,4,11-12-2024,24-09-2025,19-11-2025,Completed,FALSE,TRUE,FALSE,,1.1,0.84,56,1.11
MPLADS-00197,ANIL BALUNI,Uttarakhand,GARHWAL,"Railways, Roads, Pathways & Bridges",Gram Panchayat,359000,355000,308700,2,28-10-2023,22-02-2024,11-03-2024,Completed,TRUE,TRUE,FALSE,,0.99,0.87,18,0.73
MPLADS-00198,ANIL BALUNI,Uttarakhand,GARHWAL,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,243000,267000,128400,1,02-08-2024,28-03-2025,,In Progress,TRUE,TRUE,FALSE,,1.1,0.48,65,-0.76
MPLADS-00199,ANIL BALUNI,Uttarakhand,GARHWAL,"Railways, Roads, Pathways & Bridges",Zila Parishad,263000,245000,26300,0,27-01-2024,14-06-2024,,In Progress,TRUE,TRUE,FALSE,,0.93,0.11,352,-1.13
MPLADS-00200,ANIL BALUNI,Uttarakhand,GARHWAL,"Railways, Roads, Pathways & Bridges",District PWD,283000,305000,31700,0,26-08-2023,23-12-2023,,In Progress,TRUE,TRUE,FALSE,,1.08,0.1,526,-0.12
MPLADS-00201,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,"Railways, Roads, Pathways & Bridges",Gram Panchayat,463000,487000,466300,4,21-04-2024,10-11-2024,,Not Started,TRUE,TRUE,TRUE,ghost_project,1.05,0.96,203,-0.88
MPLADS-00202,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,Others,Cooperative Society,517000,496000,165100,1,20-12-2023,19-10-2024,,Stalled,TRUE,TRUE,FALSE,,0.96,0.33,225,-0.53
MPLADS-00203,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,Other Public Facilities,Gram Panchayat,418000,441000,185600,1,14-09-2023,15-04-2024,,In Progress,TRUE,TRUE,FALSE,,1.06,0.42,412,-0.71
MPLADS-00204,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,"Railways, Roads, Pathways & Bridges",Cooperative Society,663000,740000,630600,3,20-04-2023,16-09-2023,04-09-2023,Completed,TRUE,TRUE,TRUE,duplicate_work,1.12,0.85,-12,1.04
MPLADS-00205,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,Sanitation & Public Health,District PWD,470000,469000,395200,4,30-10-2023,09-07-2024,28-07-2024,Completed,TRUE,TRUE,FALSE,,1,0.84,19,-0.86
MPLADS-00206,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,647000,648000,0,0,02-08-2024,25-02-2025,,Not Started,TRUE,FALSE,TRUE,no_mp_recommendation,1,0,96,0.34
MPLADS-00207,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,Other Public Facilities,Zila Parishad,760000,708000,0,0,23-05-2024,18-09-2024,,Not Started,TRUE,TRUE,FALSE,,0.93,0,256,0.41
MPLADS-00208,ANIL YESHWANT DESAI,Maharashtra,MUMBAI SOUTH CENTRAL,Other Public Facilities,Municipal Corporation,486000,447000,0,0,13-09-2024,04-01-2025,,Not Started,TRUE,TRUE,FALSE,,0.92,0,148,-0.69
MPLADS-00209,ANITA NAGARSINGH CHOUHAN,Madhya Pradesh,RATLAM(ST),Sanitation & Public Health,Zila Parishad,228000,251000,0,0,25-11-2024,28-04-2025,,Not Started,TRUE,TRUE,FALSE,,1.1,0,34,-1.79
MPLADS-00210,ANITA NAGARSINGH CHOUHAN,Madhya Pradesh,RATLAM(ST),Others,Gram Panchayat,353000,365000,322900,3,05-10-2024,02-04-2025,08-04-2025,Completed,TRUE,TRUE,FALSE,,1.03,0.88,6,0.04
MPLADS-00211,ANITA NAGARSINGH CHOUHAN,Madhya Pradesh,RATLAM(ST),Drinking Water Facility,Municipal Corporation,227000,236000,190400,2,04-02-2023,23-01-2024,,In Progress,TRUE,TRUE,FALSE,,1.04,0.81,495,-1.3
MPLADS-00212,ANITA NAGARSINGH CHOUHAN,Madhya Pradesh,RATLAM(ST),Other Public Facilities,State Rural Dev Agency,257000,266000,200200,2,01-12-2023,26-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.04,0.75,432,-0.62
MPLADS-00213,ANITA SUBHADARSHINI,Odisha,ASKA,Other Public Facilities,Municipal Corporation,179000,195000,68600,1,10-01-2024,14-05-2024,,In Progress,TRUE,TRUE,FALSE,,1.09,0.35,383,-1.18
MPLADS-00214,ANITA SUBHADARSHINI,Odisha,ASKA,Other Public Facilities,District PWD,281000,255000,30700,0,08-05-2024,28-10-2024,,Stalled,TRUE,TRUE,FALSE,,0.91,0.12,216,0.08
MPLADS-00215,ANITA SUBHADARSHINI,Odisha,ASKA,Others,Cooperative Society,256000,250000,16500,0,24-04-2024,09-11-2024,,Stalled,TRUE,TRUE,FALSE,,0.98,0.07,204,-0.41
MPLADS-00216,ANITA SUBHADARSHINI,Odisha,ASKA,Other Public Facilities,Municipal Corporation,250000,282000,58400,0,21-11-2024,05-07-2025,,Stalled,TRUE,TRUE,FALSE,,1.13,0.21,0,0.65
MPLADS-00217,ANITA SUBHADARSHINI,Odisha,ASKA,Others,Gram Panchayat,308000,339000,0,0,03-04-2023,04-02-2024,,Not Started,FALSE,FALSE,TRUE,no_mp_recommendation,1.1,0,483,0.49
MPLADS-00218,ANITA SUBHADARSHINI,Odisha,ASKA,"Railways, Roads, Pathways & Bridges",Cooperative Society,231000,899000,780700,1,13-01-2024,20-10-2024,,In Progress,TRUE,TRUE,TRUE,cost_overrun,3.89,0.87,224,4.91
MPLADS-00219,ANITA SUBHADARSHINI,Odisha,ASKA,Others,State Rural Dev Agency,270000,299000,253800,3,16-01-2024,21-05-2024,08-07-2024,Completed,TRUE,FALSE,FALSE,,1.11,0.85,48,0.08
MPLADS-00220,ANITA SUBHADARSHINI,Odisha,ASKA,Other Public Facilities,Gram Panchayat,193000,198000,55600,0,02-12-2023,18-06-2024,,Stalled,TRUE,TRUE,FALSE,,1.03,0.28,348,-1.12
MPLADS-00221,ANITA SUBHADARSHINI,Odisha,ASKA,Education,District PWD,176000,160000,140100,2,18-12-2024,24-04-2025,20-06-2025,Completed,TRUE,TRUE,FALSE,,0.91,0.88,57,-1.02
MPLADS-00222,ANITA SUBHADARSHINI,Odisha,ASKA,Education,State Rural Dev Agency,248000,730000,618100,0,08-11-2023,06-03-2024,,Stalled,TRUE,TRUE,TRUE,cost_overrun,2.94,0.85,452,4.16
